bigram,frequency,bigrams
"('get', 'shower')",2,get shower
"('toilet', 'area')",2,toilet area
"('walk', 'toilet')",2,walk toilet
"('exceptional', 'food')",2,exceptional food
"('restaurant', 'great')",2,restaurant great
"('delicious', 'room')",2,delicious room
"('service', 'really')",2,service really
"('definitely', 'visit')",2,definitely visit
"('recommend', 'romeo')",2,recommend romeo
"('great', 'selection')",2,great selection
"('really', 'enjoyed')",2,really enjoyed
"('communicating', 'english')",2,communicating english
"('guests', 'told')",2,guests told
"('staff', 'could')",2,staff could
"('next', 'morning')",2,next morning
"('feel', 'welcomed')",2,feel welcomed
"('airport', 'shuttle')",2,airport shuttle
"('blue', 'light')",2,blue light
"('change', 'pace')",2,change pace
"('lights', 'whole')",2,lights whole
"('naples', 'romeo')",2,naples romeo
"('breakfast', 'rooftop')",2,breakfast rooftop
"('nice', 'spa')",2,nice spa
"('took', 'several')",2,took several
"('lots', 'lovely')",2,lots lovely
"('working', 'front')",2,working front
"('one', 'evening')",2,one evening
"('clean', 'would')",2,clean would
"('good', 'buffet')",2,good buffet
"('location', 'little')",2,location little
"('quite', 'good')",2,quite good
"('breakfast', 'also')",2,breakfast also
"('bedroom', 'suite')",2,bedroom suite
"('pompeii', 'amalfi')",2,pompeii amalfi
"('around', 'edges')",2,around edges
"('frosted', 'glass')",2,frosted glass
"('bathroom', 'night')",2,bathroom night
"('decor', 'quirky')",2,decor quirky
"('naples', 'first')",2,naples first
"('worst', 'part')",2,worst part
"('get', 'car')",2,get car
"('top', 'great')",2,top great
"('view', 'vesuvio')",2,view vesuvio
"('hotel', 'like')",2,hotel like
"('return', 'hotel')",2,return hotel
"('definitely', 'return')",2,definitely return
"('luxury', 'hotels')",2,luxury hotels
"('service', 'room')",2,service room
"('best', 'spa')",2,best spa
"('get', 'room')",2,get room
"('back', 'room')",2,back room
"('large', 'bathrooms')",2,large bathrooms
"('perfect', 'location')",2,perfect location
"('visiting', 'naples')",2,visiting naples
"('would', 'highly')",2,would highly
"('two', 'days')",2,two days
"('super', 'expensive')",2,super expensive
"('staff', 'kind')",2,staff kind
"('pool', 'top')",2,pool top
"('bay', 'rooftop')",2,bay rooftop
"('modern', 'friendly')",2,modern friendly
"('box', 'chocolates')",2,box chocolates
"('configuration', 'tight')",2,configuration tight
"('harbour', 'naples')",2,harbour naples
"('nice', 'rooms')",2,nice rooms
"('corner', 'room')",2,corner room
"('splendid', 'view')",2,splendid view
"('great', 'stay')",2,great stay
"('chocolates', 'great')",2,chocolates great
"('service', 'provided')",2,service provided
"('great', 'choice')",2,great choice
"('rooms', 'comfortable')",2,rooms comfortable
"('surprise', 'birthday')",2,surprise birthday
"('brown', 'building')",2,brown building
"('husbands', 'birthday')",2,husbands birthday
"('went', 'beyond')",2,went beyond
"('provided', 'wonderful')",2,provided wonderful
"('staff', 'made')",2,staff made
"('hotel', 'views')",2,hotel views
"('right', 'water')",2,right water
"('excellent', 'helpful')",2,excellent helpful
"('exceptional', 'hotel')",2,exceptional hotel
"('restaurant', '9th')",2,restaurant 9th
"('design', 'room')",2,design room
"('service', 'stayed')",2,service stayed
"('highly', 'recommended')",2,highly recommended
"('clean', 'beds')",2,clean beds
"('service', 'exceptional')",2,service exceptional
"('hotel', 'offers')",2,hotel offers
"('change', 'towels')",2,change towels
"('views', 'great')",2,views great
"('hotel', 'brand')",2,hotel brand
"('chocolates', 'arrival')",2,chocolates arrival
"('made', 'arrangements')",2,made arrangements
"('staff', 'extremely')",2,staff extremely
"('always', 'helpful')",2,always helpful
"('make', 'feel')",2,make feel
"('lot', 'staff')",2,lot staff
"('floor', 'nice')",2,floor nice
"('night', 'lights')",2,night lights
"('ever', 'anywhere')",2,ever anywhere
"('short', 'walk')",2,short walk
"('bad', 'wifi')",2,bad wifi
"('nice', 'views')",2,nice views
"('staff', 'speaks')",2,staff speaks
"('breakfast', 'evening')",2,breakfast evening
"('evening', 'drink')",2,evening drink
"('hotel', 'return')",2,hotel return
"('nice', 'well')",2,nice well
"('walk', 'piazza')",2,walk piazza
"('quite', 'expensive')",2,quite expensive
"('less', 'hours')",2,less hours
"('gorgeous', 'hotel')",2,gorgeous hotel
"('reception', 'lovely')",2,reception lovely
"('extremely', 'spacious')",2,extremely spacious
"('room', 'bit')",2,room bit
"('sliding', 'doors')",2,sliding doors
"('per', 'day')",2,per day
"('nice', 'touch')",2,nice touch
"('area', 'view')",2,area view
"('spa', 'wonderful')",2,spa wonderful
"('get', 'used')",2,get used
"('design', 'elements')",2,design elements
"('service', 'fast')",2,service fast
"('elements', 'offers')",2,elements offers
"('offers', 'multiple')",2,offers multiple
"('multiple', 'bars')",2,multiple bars
"('breakfast', 'area')",2,breakfast area
"('area', 'pretty')",2,area pretty
"('bars', 'rooftop')",2,bars rooftop
"('restaurant', 'pool')",2,restaurant pool
"('called', 'hotel')",2,called hotel
"('hotel', 'amenities')",2,hotel amenities
"('art', 'throughout')",2,art throughout
"('hours', 'hotel')",2,hours hotel
"('service', 'breakfast')",2,service breakfast
"('able', 'work')",2,able work
"('many', 'ways')",2,many ways
"('good', 'restaurant')",2,good restaurant
"('every', 'minute')",2,every minute
"('location', 'adjacent')",2,location adjacent
"('ships', 'dock')",2,ships dock
"('one', 'small')",2,one small
"('location', 'overlooking')",2,location overlooking
"('pool', 'also')",2,pool also
"('stay', 'loved')",2,stay loved
"('also', 'offers')",2,also offers
"('loved', 'hotel')",2,loved hotel
"('top', 'top')",2,top top
"('far', 'downtown')",2,far downtown
"('around', 'city')",2,around city
"('staff', 'location')",2,staff location
"('room', 'pool')",2,room pool
"('close', 'proximity')",2,close proximity
"('ever', 'top')",2,ever top
"('nice', 'good')",2,nice good
"('trip', 'staff')",2,trip staff
"('three', 'nights')",2,three nights
"('could', 'find')",2,could find
"('convenient', 'location')",2,convenient location
"('modern', 'nice')",2,modern nice
"('book', 'junior')",2,book junior
"('special', 'shout')",2,special shout
"('ever', 'back')",2,ever back
"('hotel', 'although')",2,hotel although
"('wonderful', 'breakfast')",2,wonderful breakfast
"('walk', 'shower')",2,walk shower
"('food', 'quality')",2,food quality
"('pool', 'relaxing')",2,pool relaxing
"('pool', 'amazing')",2,pool amazing
"('long', 'day')",2,long day
"('stay', 'staff')",2,stay staff
"('good', 'would')",2,good would
"('great', 'spot')",2,great spot
"('shower', 'room')",2,shower room
"('star', 'service')",2,star service
"('port', 'area')",2,port area
"('absolutely', 'perfect')",2,absolutely perfect
"('naples', 'loved')",2,naples loved
"('top', 'pool')",2,top pool
"('birthday', 'trip')",2,birthday trip
"('closet', 'space')",2,closet space
"('bring', 'back')",2,bring back
"('helpful', 'restaurant')",2,helpful restaurant
"('really', 'wonderful')",2,really wonderful
"('beginning', 'end')",2,beginning end
"('exceptional', 'one')",2,exceptional one
"('close', 'ferry')",2,close ferry
"('comfortable', 'king')",2,comfortable king
"('spacious', 'comfortable')",2,spacious comfortable
"('hotels', 'stayed')",2,hotels stayed
"('busy', 'port')",2,busy port
"('staff', 'welcoming')",2,staff welcoming
"('centre', 'naples')",2,centre naples
"('drawers', 'clothes')",2,drawers clothes
"('hotel', 'area')",2,hotel area
"('ships', 'coming')",2,ships coming
"('coming', 'going')",2,coming going
"('without', 'hesitation')",2,without hesitation
"('naples', 'far')",2,naples far
"('stayed', 'many')",2,stayed many
"('small', 'drawers')",2,small drawers
"('naples', 'wonderful')",2,naples wonderful
"('two', 'small')",2,two small
"('back', 'home')",2,back home
"('stunning', 'views')",2,stunning views
"('flight', 'naples')",2,flight naples
"('size', 'room')",2,size room
"('starred', 'restaurant')",2,starred restaurant
"('short', 'stay')",2,short stay
"('view', 'looking')",2,view looking
"('access', 'spa')",2,access spa
"('office', 'staff')",2,office staff
"('accommodating', 'helpful')",2,accommodating helpful
"('star', 'rating')",2,star rating
"('experience', 'spa')",2,experience spa
"('could', 'stay')",2,could stay
"('enough', 'space')",2,enough space
"('front', 'office')",2,front office
"('staff', 'arranged')",2,staff arranged
"('decent', 'hotel')",2,decent hotel
"('four', 'star')",2,four star
"('napoli', 'would')",2,napoli would
"('high', 'expectations')",2,high expectations
"('availability', 'online')",2,availability online
"('area', 'fabulous')",2,area fabulous
"('hotel', 'main')",2,hotel main
"('food', 'food')",2,food food
"('amazing', 'spa')",2,amazing spa
"('right', 'front')",2,right front
"('staff', 'exceptional')",2,staff exceptional
"('wife', 'stayed')",2,wife stayed
"('views', 'port')",2,views port
"('friendly', 'professional')",2,friendly professional
"('also', 'beautiful')",2,also beautiful
"('naples', 'beautiful')",2,naples beautiful
"('breakfast', 'amazing')",2,breakfast amazing
"('heading', 'back')",2,heading back
"('hotel', 'website')",2,hotel website
"('looked', 'amazing')",2,looked amazing
"('around', 'area')",2,around area
"('location', 'walking')",2,location walking
"('view', 'rooftop')",2,view rooftop
"('modern', 'relaxing')",2,modern relaxing
"('pool', 'modern')",2,pool modern
"('large', 'well')",2,large well
"('romeo', 'napoli')",2,romeo napoli
"('also', 'amazing')",2,also amazing
"('couples', 'massage')",2,couples massage
"('extremely', 'relaxing')",2,extremely relaxing
"('great', 'dinner')",2,great dinner
"('would', 'come')",2,would come
"('buffet', 'great')",2,buffet great
"('well', 'breakfast')",2,well breakfast
"('friendly', 'rooms')",2,friendly rooms
"('easy', 'walking')",2,easy walking
"('city', 'hotel')",2,city hotel
"('excellent', 'spa')",2,excellent spa
"('spa', 'area')",2,spa area
"('hotel', 'centrally')",2,hotel centrally
"('modern', 'great')",2,modern great
"('hotel', 'super')",2,hotel super
"('hotel', 'truly')",2,hotel truly
"('every', 'way')",2,every way
"('bonus', 'well')",2,bonus well
"('surrounding', 'area')",2,surrounding area
"('hot', 'tub')",2,hot tub
"('choice', 'location')",2,choice location
"('professional', 'staff')",2,professional staff
"('arrival', 'stay')",2,arrival stay
"('eat', 'michelin')",2,eat michelin
"('mrs', 'smith')",2,mrs smith
"('night', 'flight')",2,night flight
"('breakfast', 'excellent')",2,breakfast excellent
"('wide', 'range')",2,wide range
"('helpful', 'made')",2,helpful made
"('definitely', 'recommended')",2,definitely recommended
"('great', 'job')",2,great job
"('high', 'end')",2,high end
"('major', 'sites')",2,major sites
"('made', 'great')",2,made great
"('service', 'front')",2,service front
"('desk', 'excellent')",2,desk excellent
"('pool', 'hot')",2,pool hot
"('sun', 'loungers')",2,sun loungers
"('time', 'breakfast')",2,time breakfast
"('service', 'poor')",2,service poor
"('coffee', 'house')",2,coffee house
"('food', 'great')",2,food great
"('much', 'better')",2,much better
"('making', 'stay')",2,making stay
"('night', 'honeymoon')",2,night honeymoon
"('small', 'plunge')",2,small plunge
"('facing', 'port')",2,facing port
"('room', 'hotel')",2,room hotel
"('common', 'areas')",2,common areas
"('people', 'reception')",2,people reception
"('using', 'shower')",2,using shower
"('restaurant', 'small')",2,restaurant small
"('hotel', 'favorite')",1,hotel favorite
"('shops', 'min')",1,shops min
"('tower', 'assumed')",1,tower assumed
"('cafes', 'reastaurants')",1,cafes reastaurants
"('italy', 'breakfast')",1,italy breakfast
"('reastaurants', 'shops')",1,reastaurants shops
"('particular', 'fish')",1,particular fish
"('definitely', 'hotel')",1,definitely hotel
"('lovely', 'particular')",1,lovely particular
"('assumed', 'form')",1,assumed form
"('tips', 'eat')",1,tips eat
"('euros', 'night')",1,euros night
"('restaurant', 'lovely')",1,restaurant lovely
"('part', 'staying')",1,part staying
"('room', 'situated')",1,room situated
"('great', 'back')",1,great back
"('fine', 'restaurant')",1,fine restaurant
"('night', 'room')",1,night room
"('held', 'shower')",1,held shower
"('shower', 'fine')",1,shower fine
"('naples', 'definitely')",1,naples definitely
"('port', 'visiting')",1,port visiting
"('stay', 'italy')",1,stay italy
"('visiting', 'amalfi')",1,visiting amalfi
"('interest', 'cafes')",1,interest cafes
"('monday', 'evening')",1,monday evening
"('handy', 'port')",1,handy port
"('closed', 'monday')",1,closed monday
"('evening', 'lunch')",1,evening lunch
"('coast', 'capri')",1,coast capri
"('location', 'handy')",1,location handy
"('lunch', 'hotel')",1,lunch hotel
"('looking', 'dissuesd')",1,looking dissuesd
"('dissuesd', 'building')",1,dissuesd building
"('capri', 'points')",1,capri points
"('building', 'massive')",1,building massive
"('hand', 'held')",1,hand held
"('english', 'well')",1,english well
"('massive', 'metal')",1,massive metal
"('situated', 'back')",1,situated back
"('hotel', 'best')",1,hotel best
"('friendly', 'speak')",1,friendly speak
"('excellent', 'arrival')",1,excellent arrival
"('best', 'pasta')",1,best pasta
"('pasta', 'stay')",1,pasta stay
"('points', 'interest')",1,points interest
"('metal', 'tower')",1,metal tower
"('fish', 'staff')",1,fish staff
"('great', 'fantastic')",1,great fantastic
"('view', 'choose')",1,view choose
"('fantastic', 'location')",1,fantastic location
"('know', 'name')",1,know name
"('room', 'tried')",1,room tried
"('tried', 'justify')",1,tried justify
"('helpful', 'throughout')",1,helpful throughout
"('amazing', 'always')",1,amazing always
"('justify', 'rate')",1,justify rate
"('easy', 'visit')",1,easy visit
"('process', 'amazing')",1,process amazing
"('visit', 'amalfi')",1,visit amalfi
"('departure', 'process')",1,departure process
"('arrival', 'departure')",1,arrival departure
"('managed', 'arrival')",1,managed arrival
"('rate', 'paid')",1,rate paid
"('name', 'managed')",1,name managed
"('coast', 'locations')",1,coast locations
"('paid', 'warranted')",1,paid warranted
"('hotel', 'accurate')",1,hotel accurate
"('sorry', 'know')",1,sorry know
"('locations', 'naples')",1,locations naples
"('guy', 'sorry')",1,guy sorry
"('assistance', 'guy')",1,assistance guy
"('general', 'assistance')",1,general assistance
"('warranted', 'type')",1,warranted type
"('type', 'room')",1,type room
"('bookings', 'general')",1,bookings general
"('travel', 'bookings')",1,travel bookings
"('room', 'course')",1,room course
"('comments', 'hotel')",1,comments hotel
"('course', 'fully')",1,course fully
"('booked', 'apparently')",1,booked apparently
"('apparently', 'move')",1,apparently move
"('location', 'easy')",1,location easy
"('fabulous', 'location')",1,fabulous location
"('form', 'communication')",1,form communication
"('see', 'pompeii')",1,see pompeii
"('great', 'bar')",1,great bar
"('operate', 'hand')",1,operate hand
"('communication', 'pole')",1,communication pole
"('naples', 'naples')",1,naples naples
"('spa', 'relaxing')",1,spa relaxing
"('shower', 'operate')",1,shower operate
"('rain', 'shower')",1,rain shower
